path,group,sf,bw,cr,crc_flag,implicit_header,ldro_mode,truth_present,truth_hex,cpp_status,cpp_hex,cpp_crc_ok,gr_status,gr_hex,gr_crc_ok,winner,reason
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf12_bw125000_cr3_crc1_impl0_ldro0_pay19.cf32,extended_batch,12,125000,3,True,False,0,True,5354524553535f544553545f5041594c4f4144,success,535442554a7c13cb6c1ac36714f5359d510412,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf12_bw125000_cr3_crc1_impl0_ldro1_pay19.cf32,extended_batch,12,125000,3,True,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf12_bw125000_cr3_crc1_impl0_ldro2_pay19.cf32,extended_batch,12,125000,3,True,False,2,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf12_bw125000_cr4_crc1_impl0_ldro0_pay19.cf32,extended_batch,12,125000,4,True,False,0,True,5354524553535f544553545f5041594c4f4144,timeout,,,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf12_bw125000_cr4_crc1_impl0_ldro1_pay19.cf32,extended_batch,12,125000,4,True,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf12_bw125000_cr4_crc1_impl0_ldro2_pay19.cf32,extended_batch,12,125000,4,True,False,2,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf9_bw125000_cr3_crc1_impl0_ldro0_pay19.cf32,extended_batch,9,125000,3,True,False,0,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,True,both,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf9_bw125000_cr3_crc1_impl0_ldro1_pay19.cf32,extended_batch,9,125000,3,True,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,True,both,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf9_bw125000_cr3_crc1_impl0_ldro2_pay19.cf32,extended_batch,9,125000,3,True,False,2,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,True,both,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf9_bw125000_cr4_crc1_impl0_ldro0_pay19.cf32,extended_batch,9,125000,4,True,False,0,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,True,both,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf9_bw125000_cr4_crc1_impl0_ldro1_pay19.cf32,extended_batch,9,125000,4,True,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,True,both,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch/tx_sf9_bw125000_cr4_crc1_impl0_ldro2_pay19.cf32,extended_batch,9,125000,4,True,False,2,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,True,both,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf10_bw125000_cr3_crc0_impl0_ldro0_pay19.cf32,extended_batch_crc_off,10,125000,3,False,False,0,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f546553544f5045594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,,gr,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf10_bw125000_cr3_crc0_impl0_ldro1_pay19.cf32,extended_batch_crc_off,10,125000,3,False,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,,both,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf10_bw125000_cr3_crc0_impl0_ldro2_pay19.cf32,extended_batch_crc_off,10,125000,3,False,False,2,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f546553544f5045594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,,gr,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf10_bw125000_cr4_crc0_impl0_ldro0_pay19.cf32,extended_batch_crc_off,10,125000,4,False,False,0,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f546553544f5041594c4f0144,True,success,5354524553535f544553545f5041594c4f4144,,gr,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf10_bw125000_cr4_crc0_impl0_ldro1_pay19.cf32,extended_batch_crc_off,10,125000,4,False,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,,both,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf10_bw125000_cr4_crc0_impl0_ldro2_pay19.cf32,extended_batch_crc_off,10,125000,4,False,False,2,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f546553544f5041594c4f0144,True,success,5354524553535f544553545f5041594c4f4144,,gr,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf11_bw125000_cr3_crc0_impl0_ldro0_pay19.cf32,extended_batch_crc_off,11,125000,3,False,False,0,True,5354524553535f544553545f5041594c4f4144,success,535473574a7c0389c016c35793f13dbdc28d1a,True,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf11_bw125000_cr3_crc0_impl0_ldro1_pay19.cf32,extended_batch_crc_off,11,125000,3,False,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf11_bw125000_cr3_crc0_impl0_ldro2_pay19.cf32,extended_batch_crc_off,11,125000,3,False,False,2,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf11_bw125000_cr4_crc0_impl0_ldro0_pay19.cf32,extended_batch_crc_off,11,125000,4,False,False,0,True,5354524553535f544553545f5041594c4f4144,success,535473574a7c0389c016c35793f13dbdc28d1a,True,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf11_bw125000_cr4_crc0_impl0_ldro1_pay19.cf32,extended_batch_crc_off,11,125000,4,False,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf11_bw125000_cr4_crc0_impl0_ldro2_pay19.cf32,extended_batch_crc_off,11,125000,4,False,False,2,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf12_bw125000_cr3_crc0_impl0_ldro0_pay19.cf32,extended_batch_crc_off,12,125000,3,False,False,0,True,5354524553535f544553545f5041594c4f4144,failed,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf12_bw125000_cr3_crc0_impl0_ldro1_pay19.cf32,extended_batch_crc_off,12,125000,3,False,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf12_bw125000_cr3_crc0_impl0_ldro2_pay19.cf32,extended_batch_crc_off,12,125000,3,False,False,2,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf12_bw125000_cr4_crc0_impl0_ldro0_pay19.cf32,extended_batch_crc_off,12,125000,4,False,False,0,True,5354524553535f544553545f5041594c4f4144,failed,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf12_bw125000_cr4_crc0_impl0_ldro1_pay19.cf32,extended_batch_crc_off,12,125000,4,False,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf12_bw125000_cr4_crc0_impl0_ldro2_pay19.cf32,extended_batch_crc_off,12,125000,4,False,False,2,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,,,cpp,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf9_bw125000_cr3_crc0_impl0_ldro0_pay19.cf32,extended_batch_crc_off,9,125000,3,False,False,0,True,5354524553535f544553545f5041594c4f4144,success,5374525d53535d544553645f1041595e4f0144,True,success,5354524553535f544553545f5041594c4f4144,,gr,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf9_bw125000_cr3_crc0_impl0_ldro1_pay19.cf32,extended_batch_crc_off,9,125000,3,False,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,,both,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf9_bw125000_cr3_crc0_impl0_ldro2_pay19.cf32,extended_batch_crc_off,9,125000,3,False,False,2,True,5354524553535f544553545f5041594c4f4144,success,5374525d53535d544553645f1041595e4f0144,True,success,5354524553535f544553545f5041594c4f4144,,gr,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf9_bw125000_cr4_crc0_impl0_ldro0_pay19.cf32,extended_batch_crc_off,9,125000,4,False,False,0,True,5354524553535f544553545f5041594c4f4144,success,5374565d53531c544d53645f9041595e470144,True,success,5354524553535f544553545f5041594c4f4144,,gr,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf9_bw125000_cr4_crc0_impl0_ldro1_pay19.cf32,extended_batch_crc_off,9,125000,4,False,False,1,True,5354524553535f544553545f5041594c4f4144,success,5354524553535f544553545f5041594c4f4144,True,success,5354524553535f544553545f5041594c4f4144,,both,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_crc_off/tx_sf9_bw125000_cr4_crc0_impl0_ldro2_pay19.cf32,extended_batch_crc_off,9,125000,4,False,False,2,True,5354524553535f544553545f5041594c4f4144,success,5374565d53531c544d53645f9041595e470144,True,success,5354524553535f544553545f5041594c4f4144,,gr,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf10_bw125000_cr3_crc0_impl1_ldro0_pay19.cf32,extended_batch_impl,10,125000,3,False,True,0,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf10_bw125000_cr3_crc0_impl1_ldro1_pay19.cf32,extended_batch_impl,10,125000,3,False,True,1,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf10_bw125000_cr3_crc0_impl1_ldro2_pay19.cf32,extended_batch_impl,10,125000,3,False,True,2,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf10_bw125000_cr4_crc0_impl1_ldro0_pay19.cf32,extended_batch_impl,10,125000,4,False,True,0,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf10_bw125000_cr4_crc0_impl1_ldro1_pay19.cf32,extended_batch_impl,10,125000,4,False,True,1,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf10_bw125000_cr4_crc0_impl1_ldro2_pay19.cf32,extended_batch_impl,10,125000,4,False,True,2,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf11_bw125000_cr3_crc0_impl1_ldro0_pay19.cf32,extended_batch_impl,11,125000,3,False,True,0,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf11_bw125000_cr3_crc0_impl1_ldro1_pay19.cf32,extended_batch_impl,11,125000,3,False,True,1,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf11_bw125000_cr3_crc0_impl1_ldro2_pay19.cf32,extended_batch_impl,11,125000,3,False,True,2,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf11_bw125000_cr4_crc0_impl1_ldro0_pay19.cf32,extended_batch_impl,11,125000,4,False,True,0,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf11_bw125000_cr4_crc0_impl1_ldro1_pay19.cf32,extended_batch_impl,11,125000,4,False,True,1,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf11_bw125000_cr4_crc0_impl1_ldro2_pay19.cf32,extended_batch_impl,11,125000,4,False,True,2,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf12_bw125000_cr3_crc0_impl1_ldro0_pay19.cf32,extended_batch_impl,12,125000,3,False,True,0,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf12_bw125000_cr3_crc0_impl1_ldro1_pay19.cf32,extended_batch_impl,12,125000,3,False,True,1,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf12_bw125000_cr3_crc0_impl1_ldro2_pay19.cf32,extended_batch_impl,12,125000,3,False,True,2,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf12_bw125000_cr4_crc0_impl1_ldro0_pay19.cf32,extended_batch_impl,12,125000,4,False,True,0,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf12_bw125000_cr4_crc0_impl1_ldro1_pay19.cf32,extended_batch_impl,12,125000,4,False,True,1,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf12_bw125000_cr4_crc0_impl1_ldro2_pay19.cf32,extended_batch_impl,12,125000,4,False,True,2,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf9_bw125000_cr3_crc0_impl1_ldro0_pay19.cf32,extended_batch_impl,9,125000,3,False,True,0,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf9_bw125000_cr3_crc0_impl1_ldro1_pay19.cf32,extended_batch_impl,9,125000,3,False,True,1,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf9_bw125000_cr3_crc0_impl1_ldro2_pay19.cf32,extended_batch_impl,9,125000,3,False,True,2,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf9_bw125000_cr4_crc0_impl1_ldro0_pay19.cf32,extended_batch_impl,9,125000,4,False,True,0,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf9_bw125000_cr4_crc0_impl1_ldro1_pay19.cf32,extended_batch_impl,9,125000,4,False,True,1,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/extended_batch_impl/tx_sf9_bw125000_cr4_crc0_impl1_ldro2_pay19.cf32,extended_batch_impl,9,125000,4,False,True,2,True,5354524553535f544553545f5041594c4f4144,success,,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw125000_cr3_crc1_impl0_ldro0_pay11.cf32,new_batch/base_clean,10,125000,3,True,False,0,True,c8d7511de6838a70dd741c,success,c388c397511dc3a6c283c28a70c39d741c,True,success,c388c397511dc3a6c283c28a70c39d741c,True,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw125000_cr3_crc1_impl0_ldro0_pay20.cf32,new_batch/base_clean,10,125000,3,True,False,0,True,f050bb57f0b9948ce8d36c323f6c716e1c0a9887,success,c3b05242bb57c3b040bdc294c081c3a8c39324323f6c726e1c0ac298c283,False,success,c3b050c2bb57c3b0c2b9c294c28cc3a8c3936c323f6c716e1c0ac298c287,True,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw125000_cr3_crc1_impl0_ldro0_pay21.cf32,new_batch/base_clean,10,125000,3,True,False,0,True,a3189deb09d237fdce4540f52e03548e55b152331d,success,c2b31ace9dc38b09438637d3fd638e4540c1a92e0344a20e55c2b133b31d,False,success,c2a318c29dc3ab09c39237c3bdc38e4540c3b52e0354c28e55c2b152331d,True,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw125000_cr3_crc1_impl0_ldro0_pay22.cf32,new_batch/base_clean,10,125000,3,True,False,0,True,4443c97f0e315d060bced0987a75218ee4fcf0256331,success,4453c1817b0e211f860bc38ea298c2986a752fc28ec3a7c3f4c3b066e331,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw125000_cr4_crc1_impl0_ldro0_pay15.cf32,new_batch/base_clean,10,125000,4,True,False,0,True,89aaa8c5471baa6c6b2c9b4f2b0646,success,c29980a2c2a8c3c54f1bd2b86c4facc29b4c270646,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw125000_cr4_crc1_impl0_ldro0_pay9.cf32,new_batch/base_clean,10,125000,4,True,False,0,True,c836a2b8091974166c,success,c39834cea2c2b80a1974926c,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw250000_cr1_crc1_impl0_ldro0_pay21.cf32,new_batch/base_clean,10,250000,1,True,False,0,True,3fa57f64d7a61e541f1c7e14fa7ae0d575515dc10b,success,3fd2e57f6cc397c3ae1e541f1c7e04cbaa5ac3a0c39537515dc3812b,False,success,3fc2a57f64c397c2a61e541f1c7e14c3ba7ac3a0c39575515dc3810b,True,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw250000_cr1_crc1_impl0_ldro0_pay23.cf32,new_batch/base_clean,10,250000,1,True,False,0,True,6705ef3616dfcb464c55956881551ffeb19f78da5da3e1,success,6715a3a73616c3bfca8f465c15c89568c2c34d1fc3bee2adc29f68c1965dc2b381a9,False,success,6705c3af3616c39fc38b464c55c29568c281551fc3bec2b1c29f78c39a5dc2a3c3a1,True,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw250000_cr1_crc1_impl0_ldro0_pay8.cf32,new_batch/base_clean,10,250000,1,True,False,0,True,b74013e19d1b3baf,success,c2a7401bc3a1c29f133bc2af,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw250000_cr3_crc1_impl0_ldro0_pay10.cf32,new_batch/base_clean,10,250000,3,True,False,0,True,d3701c21709aa0903ab2,success,c383725c2970d2fa42a0c2905a42b3,False,success,c393701c2170c29ac2a0c2903ac2b2,True,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw250000_cr3_crc1_impl0_ldro0_pay19.cf32,new_batch/base_clean,10,250000,3,True,False,0,True,76037222255578d33ac13b896398b5522a1ca4,success,76035322255568c3933ac3817bc28963c2d8c2b5523a5cc2a4,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw250000_cr3_crc1_impl0_ldro0_pay20.cf32,new_batch/base_clean,10,250000,3,True,False,0,True,3ad68ceb3e4d9bcc9b648884cdc0fd7deb65573c,success,3ad394ce8cc3bb1e4dc293c38cc29b60c298ca80c18da288c3bd6de3af6d573c,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw250000_cr3_crc1_impl0_ldro0_pay22.cf32,new_batch/base_clean,10,250000,3,True,False,0,True,d57dd1215ac4d7f39cfd479d3242dfa2e8315818d6fe,success,c3857dc391255ac304c397c3b1c29cc3bd07429d3242839fc2a2c3e8395818c396abbe,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw250000_cr4_crc1_impl0_ldro0_pay14.cf32,new_batch/base_clean,10,250000,4,True,False,0,True,26db6f1e8586ca5ff2482dedc09b,success,26c39b6f1ec285c286c38a5fc3b2482dc3adc380c29b,True,success,26c39b6f1ec285c286c38a5fc3b2482dc3adc380c29b,True,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw250000_cr4_crc1_impl0_ldro0_pay19.cf32,new_batch/base_clean,10,250000,4,True,False,0,True,34e0ed8eb14cebe2862ad6208c67caebb869a8,success,3ac3a1efadc28ef2354cc3abe226c2862a811620c39c25c382c3bbc0b469c2a8,False,success,,,neither,truth_match
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf10_bw250000_cr4_crc1_impl0_ldro0_pay9.cf32,new_batch/base_clean,10,250000,4,True,False,0,True,2e2031f93b06542216,success,2e307163b93b16542e14,False,success,2e2031c3b93b06542216,True,neither,truth_match
